AllocationUUID,SourceNum,WebLink,AllocationOwner,OwnerClassificationCV,State,ContractorName,success
AZwr_WR516893,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR540579,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR562643,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR564778,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR564820,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR569561,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569562,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569563,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569564,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569565,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569566,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569567,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569568,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569569,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569570,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569571,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569572,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569573,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569574,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569575,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569576,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569577,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569578,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569579,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569580,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569581,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569582,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569583,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569584,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569585,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569586,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569587,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR569588,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR573555,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR573556,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR573557,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR573558,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR577984,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR578113,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR578114,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR579995,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR579996,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR579997,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR579998,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR580713,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR582719,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR583564,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR583828,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR584130,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR584290,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR586102,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR586834,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR586951,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR587997,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR588090,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR590905,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR590906,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR590907,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR592381,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR592382,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR594886,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR594887,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR594888,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR594889,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR594890,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR594891,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR594892,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR598781,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR598782,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR599236,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR604493,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR612952,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR612953,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR612975,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR612986,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR612987,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR612995,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR612997,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR612998,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR613001,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR613004,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR614051,1 - Web Scraping,https://www.usbr.gov/projects/,Maricopa Water District,Private,AZ,Maricopa Water District,1
AZwr_WR902947,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR912870,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR912902,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR912934,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR916020,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR919727,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR919728,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
AZwr_WR919729,1 - Web Scraping,https://www.usbr.gov/projects/,Central Arizona Project,Private,AZ,Central Arizona Project,1
CAwr_WRA000654,1 - Web Scraping,https://www.usbr.gov/projects/,El Dorado Irrigation District,WaDE Blank,CA,El Dorado Irrigation District,1
CAwr_WRA001122,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRA001440,1 - Web Scraping,https://www.usbr.gov/projects/,El Dorado Irrigation District,WaDE Blank,CA,El Dorado Irrigation District,1
CAwr_WRA001441,1 - Web Scraping,https://www.usbr.gov/projects/,El Dorado Irrigation District,WaDE Blank,CA,El Dorado Irrigation District,1
CAwr_WRA001692,1 - Web Scraping,https://www.usbr.gov/projects/,El Dorado Irrigation District,WaDE Blank,CA,El Dorado Irrigation District,1
CAwr_WRA002270,1 - Web Scraping,https://www.usbr.gov/projects/,El Dorado Irrigation District,WaDE Blank,CA,El Dorado Irrigation District,1
CAwr_WRA002922,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRA005645A,1 - Web Scraping,https://www.usbr.gov/projects/,El Dorado Irrigation District,WaDE Blank,CA,El Dorado Irrigation District,1
CAwr_WRA005645B,1 - Web Scraping,https://www.usbr.gov/projects/,El Dorado Irrigation District,WaDE Blank,CA,El Dorado Irrigation District,1
CAwr_WRA006383,1 - Web Scraping,https://www.usbr.gov/projects/,El Dorado Irrigation District,WaDE Blank,CA,El Dorado Irrigation District,1
CAwr_WRA007478,1 - Web Scraping,https://www.usbr.gov/projects/,El Dorado Irrigation District,WaDE Blank,CA,El Dorado Irrigation District,1
CAwr_WRA007483,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRA009280,1 - Web Scraping,https://www.usbr.gov/projects/,Palo Verde Irrigation District,WaDE Blank,CA,Palo Verde Irrigation District,1
CAwr_WRA030243,1 - Web Scraping,https://www.usbr.gov/projects/,San Diego County Water Authority,WaDE Blank,CA,San Diego County Water Authority,1
CAwr_WRG330407,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG330558,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG331688,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332044,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332124,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332265,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332282,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332283,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332298,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332425,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332431,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332432,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332440,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332457,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332464,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332519,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332521,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332557,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332558,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332559,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332560,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332561,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332562,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332565,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332570,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332613,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332636,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332637,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332687,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332688,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332689,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332690,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332691,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332725,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332776,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332777,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332778,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332834,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332835,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332836,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332837,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332838,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332840,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332841,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332842,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332880,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332881,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332882,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332893,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332894,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332895,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332922,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332923,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332924,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332925,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332947,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332955,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332957,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332959,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332960,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332961,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332963,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332964,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332965,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332966,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332974,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332975,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332976,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332977,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332978,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332993,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332994,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG332999,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333001,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333002,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333003,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333004,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333005,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333006,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333007,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333020,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333021,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333022,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333023,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333024,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
CAwr_WRG333025,1 - Web Scraping,https://www.usbr.gov/projects/,Coachella Valley Water District,WaDE Blank,CA,Coachella Valley Water District,1
