OID_,STATION_ID,SYSTEM,NAME,Latitude,Longitude,X_UTM,Y_UTM
62,9848.000000000000000,BLUE MOUNTAIN,MONTICELLO - POLE CANYON SPRINGS,37.865652008000040,-109.403387318999989,640439.165999999968335,4192109.611000000033528
63,9849.000000000000000,BLUE MOUNTAIN,MONTICELLO - SOUTH FORK SPRINGS,37.866493431000038,-109.403313238999942,640444.084999999962747,4192203.086999999824911
64,4342.000000000000000,BLUE MOUNTAIN,NORTH CREEK,37.880437768000036,-109.418486223999992,639083.172000000020489,4193727.625000000000000
65,4338.000000000000000,BLUE MOUNTAIN,PIONEER IRRIGATION CO.,37.824559873000055,-109.415033473999983,639492.109000000054948,4187532.575000000186265
66,9921.000000000000000,CASTLE CREEK,CASTLE VALLEY IRRIGATION COMPANY DIVERSION,38.650773591000075,-109.416195629999947,637820.868999999947846,4279212.955000000074506
67,10440.000000000000000,CEDAR VALLEY/COAL CREEK,01 USGS 10242000 COAL CREEK NEAR CEDAR CITY UT,37.671700992000069,-113.036750911999945,320375.813000000023749,4171341.554000000003725
68,10441.000000000000000,CEDAR VALLEY/COAL CREEK,02 SOUTH AND WEST FIELD,37.672124624000048,-113.044237621999969,319716.499000000010710,4171402.939999999944121
69,10442.000000000000000,CEDAR VALLEY/COAL CREEK,03 NORTH WEST FIELD BULLDOG,37.687654579000025,-113.063676178999970,318039.950000000011642,4173163.790000000037253
70,10443.000000000000000,CEDAR VALLEY/COAL CREEK,04 EAST EXENSION AND NORTH FIELD COMBINED,37.687665198000047,-113.063665200999992,318040.944000000017695,4173164.947000000160187
71,10446.000000000000000,CEDAR VALLEY/COAL CREEK,07 UNION FIELD= MAIN ST DIVERSION,37.687676866000061,-113.063656066999954,318041.777999999991152,4173166.223999999929219
72,10447.000000000000000,CEDAR VALLEY/COAL CREEK,08 OLD FIELD,37.686917689000040,-113.063169392999953,318082.838999999978114,4173081.037000000011176
73,10448.000000000000000,CEDAR VALLEY/COAL CREEK,09 SCHMIDT PIT,37.699981365000042,-113.079789534999975,316649.396999999997206,4174563.055000000167638
74,10449.000000000000000,CEDAR VALLEY/COAL CREEK,10 WESTERN ROCK,37.713420326000062,-113.087881600999992,315969.181999999971595,4176070.188000000081956
75,10450.000000000000000,CEDAR VALLEY/COAL CREEK,11 HORSE ALLEY INLET,37.686085489000050,-113.097655178999958,315039.673999999999069,4173056.228000000119209
76,10451.000000000000000,CEDAR VALLEY/COAL CREEK,12 HORSE ALLEY OUTLET,37.685919215000069,-113.100114764999944,314822.360999999975320,4173042.637000000104308
77,10452.000000000000000,CEDAR VALLEY/COAL CREEK,13 AIRPORT PIT,37.694384426000056,-113.102241636999963,314655.882999999972526,4173986.188000000081956
78,10453.000000000000000,CEDAR VALLEY/COAL CREEK,14 KANNARAVILLE,37.539937130000055,-113.173362058999942,307987.766999999992549,4156991.024000000208616
79,10456.000000000000000,CEDAR VALLEY/COAL CREEK,15 QUICHIPA MAIN FLOW,37.659727724000049,-113.193957775999991,306478.651000000012573,4170325.925999999977648
80,10457.000000000000000,CEDAR VALLEY/COAL CREEK,16 QUICHIPA WEIR FLOW,37.660024294000038,-113.195179132999954,306371.675999999977648,4170361.358000000007451
81,4646.000000000000000,CLEAR CREEK,CLEAR VALLEY RANCH,41.958718369000053,-113.297052269999938,309636.183000000019092,4647744.152999999932945
82,4946.000000000000000,CLEAR CREEK,HIGLEY - SESSIONS,41.992435762000071,-113.279480140999965,311192.201999999990221,4651449.149000000208616
83,4647.000000000000000,CLEAR CREEK,JENSEN,41.986245428000075,-113.280550821999952,311085.200000000011642,4650764.149000000208616
84,4980.000000000000000,CLEAR CREEK,KEMPTON RANCH,41.982785278000051,-113.280644558999938,311067.199000000022352,4650380.148000000044703
85,4643.000000000000000,CLEAR CREEK,MONT CAMPBELL,41.976972076000038,-113.282223330999955,310919.195999999996275,4649738.148000000044703
86,10317.000000000000000,CLEAR CREEK,OVERFLOW CHANNEL FOR FLOOD CONTROL,41.969529740000041,-113.285495797999943,310626.000000000000000,4648919.000000000000000
87,8962.000000000000000,CLEAR CREEK,WATER DISTRIBUTED TO IDAHO,42.003529138000033,-113.275493173999962,311555.210000000020955,4652672.149000000208616
88,4648.000000000000000,CLEAR CREEK (INACTIVES),DAVE SUNDBERG,41.965560375000052,-113.287258173999987,310468.190000000002328,4648482.150000000372529
89,9624.000000000000000,CLEAR CREEK (INACTIVES),OLD USGS STATION LOCATION,41.966514931000063,-113.286809640999991,310508.190000000002328,4648587.149000000208616
90,3037.000000000000000,COTTONWOOD CREEK,BLACK CANYON DITCH (PRIVATE),39.381051673000059,-111.283562453999991,475579.038999999989755,4359101.366000000387430
91,9198.000000000000000,COTTONWOOD CREEK,CCCIC - BLACK CANYON DITCH,39.381051673000059,-111.283562453999991,475579.038999999989755,4359101.366000000387430
92,9197.000000000000000,COTTONWOOD CREEK,CCCIC - BLUE CUT CANAL,39.235600189000024,-111.060558024999978,494774.590000000025611,4342923.008000000379980
93,9230.000000000000000,COTTONWOOD CREEK,CCCIC - INDIAN CREEK LOWER DIVERSIONS,39.350151471000061,-111.267865759999950,476920.756999999983236,4355667.986999999731779
94,3033.000000000000000,COTTONWOOD CREEK,CCCIC - JOHNSON DITCH,39.269377142000053,-111.146532610999941,487360.716000000014901,4346679.918999999761581
95,3047.000000000000000,COTTONWOOD CREEK,CCCIC - LOWRY WATER - FOREST SERVICE DITCH,39.337311412000076,-111.279096120999952,475948.708999999973457,4354245.952999999746680
96,3022.000000000000000,COTTONWOOD CREEK,CCCIC - MAMMOTH CANAL,39.251497989000029,-111.101129221999940,491275.108999999996740,4344690.402999999932945
97,3969.000000000000000,COTTONWOOD CREEK,CCCIC - MILL DITCH (WILCOX-SEELEY),39.209122453000077,-111.020170624999992,498259.523999999975786,4339983.080000000074506
98,9226.000000000000000,COTTONWOOD CREEK,CCCIC - MUNICIPAL - SPECIAL SERVICE DISTRICT,39.275501572000053,-111.179064777999940,484555.754000000015367,4347364.633000000379980
99,3029.000000000000000,COTTONWOOD CREEK,CCCIC - PEACOCK DITCH,39.275501572000053,-111.179064777999940,484555.754000000015367,4347364.633000000379980
100,3055.000000000000000,COTTONWOOD CREEK,CCCIC - REEDER CREEK - FILLMORE DITCH,39.335019357000078,-111.298901718999957,474241.034999999974389,4353997.042999999597669
101,9209.000000000000000,COTTONWOOD CREEK,CCCIC - REEDER CREEK - FOREST SERVICE DITCH,39.335019357000078,-111.298901718999957,474241.034999999974389,4353997.042999999597669
102,3054.000000000000000,COTTONWOOD CREEK,CCCIC - REEDER CREEK - OLSENS DITCH 1A,39.334775056000069,-111.298940245999972,474237.625000000000000,4353969.941999999806285
103,9227.000000000000000,COTTONWOOD CREEK,CCCIC - REEDER CREEK - OLSENS DITCH 1B,39.335792076000075,-111.296047111999940,474487.331999999994878,4354081.987999999895692
104,8436.000000000000000,COTTONWOOD CREEK,CCCIC - REEDER CREEK - VERDE DITCH,39.334879494000063,-111.298809154999958,474248.961000000010245,4353981.495000000111759
105,4782.000000000000000,COTTONWOOD CREEK,CCCIC - STOCKWATER LINE,39.275501572000053,-111.179064777999940,484555.754000000015367,4347364.633000000379980
106,9235.000000000000000,COTTONWOOD CREEK,CCCIC - SWASEY CREEK DIVERSION,39.269825466000043,-111.294888306999951,474563.332999999984168,4346760.876000000163913
107,3031.000000000000000,COTTONWOOD CREEK,CCCIC - SWASEY DITCH,39.269327898000029,-111.295198777999985,474536.370999999984633,4346705.745000000111759
108,3051.000000000000000,COTTONWOOD CREEK,CCCIC - UP&L DIVERSION PIPELINE,39.162478157000066,-110.933746626999948,505724.831999999994878,4334808.644000000320375
109,3024.000000000000000,COTTONWOOD CREEK,CCCIC B SHARES - BLUE CUT CANAL,39.235600189000024,-111.060558024999978,494774.590000000025611,4342923.008000000379980
110,3023.000000000000000,COTTONWOOD CREEK,CCCIC B SHARES - CLIPPER AND WESTERN PIPELINE,39.261329009000065,-111.124562484999956,489254.684999999997672,4345783.929999999701977
111,9203.000000000000000,COTTONWOOD CREEK,CCCIC B SHARES - JOHNSON DITCH,39.269377142000053,-111.146532610999941,487360.716000000014901,4346679.918999999761581
112,9207.000000000000000,COTTONWOOD CREEK,CCCIC B SHARES - MAMMOTH CANAL,39.251497989000029,-111.101129221999940,491275.108999999996740,4344690.402999999932945
113,9211.000000000000000,COTTONWOOD CREEK,CCCIC B SHARES - SWASEY DITCH,39.267826495000065,-111.139863932999958,487935.706999999994878,4346506.923999999649823
114,9678.000000000000000,COTTONWOOD CREEK,FLOW - BLACK CANYON DITCH,39.381051691000039,-111.283562511999946,475579.033999999985099,4359101.367999999783933
115,9539.000000000000000,COTTONWOOD CREEK,FLOW - BLUE CUT CANAL,39.235600189000024,-111.060558024999978,494774.590000000025611,4342923.008000000379980
116,9538.000000000000000,COTTONWOOD CREEK,FLOW - CLIPPER AND WESTERN PIPELINE,39.261329009000065,-111.124562484999956,489254.684999999997672,4345783.929999999701977
117,9449.000000000000000,COTTONWOOD CREEK,FLOW - COTTONWOOD CK. - HUNTINGTON CANAL,39.257065112000078,-111.108374859999969,490650.663000000000466,4345308.942999999970198
118,9533.000000000000000,COTTONWOOD CREEK,FLOW - COTTONWOOD CREEK BELOW JOE`S VALLEY RESERVOIR,39.288517773000081,-111.270328221999989,476688.134000000020023,4348828.671000000089407
119,9541.000000000000000,COTTONWOOD CREEK,FLOW - COTTONWOOD CREEK BY-PASSING CC&H CANAL DIVERSION,39.257065112000078,-111.108374859999969,490650.663000000000466,4345308.942999999970198
120,9536.000000000000000,COTTONWOOD CREEK,FLOW - JOHNSON DITCH,39.269377142000053,-111.146532610999941,487360.716000000014901,4346679.918999999761581
121,9540.000000000000000,COTTONWOOD CREEK,FLOW - MAMMOTH CANAL,39.251497989000029,-111.101129221999940,491275.108999999996740,4344690.402999999932945
122,9733.000000000000000,COTTONWOOD CREEK,FLOW - PEACOCK DITCH,39.275501572000053,-111.179064777999940,484555.754000000015367,4347364.633000000379980
123,9537.000000000000000,COTTONWOOD CREEK,FLOW - PEACOCK POND,39.275501572000053,-111.179064777999940,484555.754000000015367,4347364.633000000379980
124,9762.000000000000000,COTTONWOOD CREEK,FLOW - SWASEY DITCH,39.267826495000065,-111.139863932999958,487935.706999999994878,4346506.923999999649823
125,9201.000000000000000,COTTONWOOD CREEK,FULLER CREEK,39.274276420000035,-111.293065841999976,474722.141999999992549,4347254.316999999806285
126,9232.000000000000000,COTTONWOOD CREEK,INDIAN CREEK - JOES VALLEY TRANSFER,39.436370885000031,-111.241896068999949,479184.033999999985099,4365230.200000000186265
127,9233.000000000000000,COTTONWOOD CREEK,INDIAN CREEK - KIRK JOHANSON,39.436370885000031,-111.241896068999949,479184.033999999985099,4365230.200000000186265
128,9236.000000000000000,COTTONWOOD CREEK,INDIAN CREEK - REYNOLDS RIGHT,39.436370885000031,-111.241896068999949,479184.033999999985099,4365230.200000000186265
129,3028.000000000000000,COTTONWOOD CREEK,JOES VALLEY RESERVOIR (CONTENTS),39.288517773000081,-111.270328221999989,476688.134000000020023,4348828.671000000089407
130,9225.000000000000000,COTTONWOOD CREEK,JOES VALLEY RESERVOIR (RELEASES),39.288517773000081,-111.270328221999989,476688.134000000020023,4348828.671000000089407
131,9204.000000000000000,COTTONWOOD CREEK,LOWRY WATER - FOREST SERVICE DITCH,39.337311412000076,-111.279096120999952,475948.708999999973457,4354245.952999999746680
132,4200.000000000000000,COTTONWOOD CREEK,REEDER  CREEK- FOREST SERVICE DITCH,39.334747934000063,-111.298974939999994,474234.625000000000000,4353966.941999999806285
133,8951.000000000000000,COTTONWOOD CREEK,SWASEY CREEK DIVERSION,39.269825466000043,-111.294888306999951,474563.332999999984168,4346760.876000000163913
134,3041.000000000000000,COTTONWOOD CREEK,TRANS. MTN. DIV. - EPHRAIM TUNNEL,39.329751500000043,-111.431795898999951,462785.120999999984633,4353458.718000000342727
135,9229.000000000000000,COTTONWOOD CREEK,UPPER JOE`S VALLEY - CE KOFFORD RIGHT,39.436370885000031,-111.241896068999949,479184.033999999985099,4365230.200000000186265
136,3050.000000000000000,COTTONWOOD CREEK,WILBERG DITCH,39.203112650000037,-110.983577357999991,501418.971000000019558,4339316.076999999582767
137,3049.000000000000000,COTTONWOOD CREEK,WILSONVILLE DITCH (PRIVATE),39.202729719000047,-110.962238235999962,503261.485999999975320,4339274.132000000216067
138,9650.000000000000000,DEEP CREEK,0010 JULIUS PARK IMPORT FROM DRY FORK,40.638945479000029,-109.894032838999976,593521.099999999976717,4499265.063000000081956
139,9683.000000000000000,DEEP CREEK,0011 JULIUS PARK ELEVATION,40.636992104000058,-109.895036227999981,593438.976000000024214,4499047.161000000312924
140,9527.000000000000000,DEEP CREEK,0012 JULIUS PARK RELEASE,40.636381478000033,-109.893866793999962,593538.719999999972060,4498980.621000000275671
141,9682.000000000000000,DEEP CREEK,0100 EAST MOSBY CREEK - WILKERSON - TOTAL,40.582424133000075,-109.830441668999981,598981.831000000005588,4493060.435999999754131
142,9684.000000000000000,DEEP CREEK,0101 EAST MOSBY CREEK - WILKERSON - MOSBY,40.582424133000075,-109.830441668999981,598981.831000000005588,4493060.435999999754131
143,9688.000000000000000,DEEP CREEK,0200 WEST MOSBY CREEK - RAYMOND MURRAY - TOTAL,40.570560179000040,-109.850247219999972,597322.824999999953434,4491721.406999999657273
144,9528.000000000000000,DEEP CREEK,0202 WEST MOSBY CREEK - RAYMOND MURRAY - NATURAL FLOW RIGHTS,40.570560179000040,-109.850247219999972,597322.824999999953434,4491721.406999999657273
145,9685.000000000000000,DEEP CREEK,0300 WEST MOSBY CREEK - WILKERSON/NILSEN - TOTAL,40.570472804000076,-109.843666440999982,597880.000000000000000,4491719.000000000000000
146,9687.000000000000000,DEEP CREEK,0303 WEST MOSBY CREEK - NILSEN - MOSBY,40.570472804000076,-109.843666440999982,597880.000000000000000,4491719.000000000000000
147,9692.000000000000000,DEEP CREEK,0500 MOSBY CREEK - ALLEN/JENSEN/NILSEN - MOSBY,40.561105193000060,-109.826454198999954,599350.832000000053085,4490698.419999999925494
148,9696.000000000000000,DEEP CREEK,0600 MOSBY CK - NILSEN/ALLRED/LUCHIES/COVINGTON - TOTAL,40.547778860000051,-109.812101889999951,600585.837999999988824,4489235.419999999925494
149,9697.000000000000000,DEEP CREEK,0601 MOSBY CK - NILSEN - MOSBY,40.547778860000051,-109.812101889999951,600585.837999999988824,4489235.419999999925494
150,9698.000000000000000,DEEP CREEK,0602 MOSBY CK - ALLRED - MOSBY,40.547778860000051,-109.812101889999951,600585.837999999988824,4489235.419999999925494
151,9699.000000000000000,DEEP CREEK,0603 MOSBY CK - LUCHIES - MOSBY,40.547778860000051,-109.812101889999951,600585.837999999988824,4489235.419999999925494
152,9700.000000000000000,DEEP CREEK,0604 MOSBY CK - COVINGTON - MOSBY,40.547778860000051,-109.812101889999951,600585.837999999988824,4489235.419999999925494
153,9701.000000000000000,DEEP CREEK,0701 MOSBY CK - NILSEN EAST SIDE - MOSBY,40.535494730000039,-109.802861044999986,601386.842999999993481,4487882.416000000201166
154,9702.000000000000000,DEEP CREEK,0702 MOSBY CK - NILSEN WEST SIDE - MOSBY,40.535495709000031,-109.802955487999952,601378.842999999993481,4487882.416000000201166
155,9745.000000000000000,DEEP CREEK,0790 DEEP CREEK NR CONFLUENCE,40.509170541000060,-109.781246016999944,603257.858000000007451,4484985.406999999657273
156,9530.000000000000000,DEEP CREEK,0800 DEEP CK CONFLUENCE - DUANE HUBER - MOSBY,40.506605087000025,-109.782295666999971,603172.858000000007451,4484699.402999999932945
157,9703.000000000000000,DEEP CREEK,0900 DEEP CK - SIMMONS - TOTAL,40.486955712000054,-109.788172835999944,602704.856999999959953,4482511.390999999828637
158,9704.000000000000000,DEEP CREEK,0901 DEEP CK - SIMMONS - MOSBY,40.486955712000054,-109.788172835999944,602704.856999999959953,4482511.390999999828637
159,9705.000000000000000,DEEP CREEK,1000 DEEP CK - PARRISH - TOTAL,40.487038136000081,-109.788301141999966,602693.856999999959953,4482520.390999999828637
160,9706.000000000000000,DEEP CREEK,1001 DEEP CK - PARRISH - MOSBY,40.487038136000081,-109.788301141999966,602693.856999999959953,4482520.390999999828637
161,9707.000000000000000,DEEP CREEK,1100 DEEP CK - JUSTICE - TOTAL,40.479514767000069,-109.787339242999963,602786.858000000007451,4481686.390999999828637
162,9708.000000000000000,DEEP CREEK,1102 DEEP CK - JUSTICE - MOSBY,40.479514767000069,-109.787339242999963,602786.858000000007451,4481686.390999999828637
163,9709.000000000000000,DEEP CREEK,1103 DEEP CK - COOK - MOSBY,40.479514767000069,-109.787339242999963,602786.858000000007451,4481686.390999999828637
164,9625.000000000000000,DEEP CREEK,1201 RED WASH RESERVOIR CONTENT,40.430602987000043,-109.778480495999986,603612.866000000038184,4476267.393000000156462
165,9630.000000000000000,DEEP CREEK,1202 RED WASH RESERVOIR RELEASE,40.429588246000037,-109.779642381999963,603515.866000000038184,4476153.391999999992549
166,9744.000000000000000,DEEP CREEK,1205 JOHN ALLRED - MOSBY (DAILY),40.428157363000025,-109.779786135999984,603505.866000000038184,4475994.391999999992549
167,9715.000000000000000,DEEP CREEK,1401 MARVIN HUBER - TOTAL,40.400302634000070,-109.773878830999990,604049.869999999995343,4472909.391999999992549
168,9713.000000000000000,DEEP CREEK,1403 MARTIN HUBER - TOTAL,40.400302634000070,-109.773878830999990,604049.869999999995343,4472909.391999999992549
169,9714.000000000000000,DEEP CREEK,1404 MARTIN HUBER - MOSBY,40.400302634000070,-109.773878830999990,604049.869999999995343,4472909.391999999992549
170,9637.000000000000000,DEEP CREEK,1405 WALKER PIPELINE - MOSBY (DAILY),40.420108370000037,-109.780249849999961,603478.866000000038184,4475100.390999999828637
171,9717.000000000000000,DEEP CREEK,1406 WHITEROCKS SHARE EXPORT - MOSBY,40.400385322000034,-109.774030519999940,604036.869999999995343,4472918.391999999992549
172,3265.000000000000000,DEEP CREEK,AARON SIMMONS,40.486955712000054,-109.788172835999944,602704.856999999959953,4482511.390999999828637
173,3155.000000000000000,DEEP CREEK,CHAD WILKERSON,40.570478909000030,-109.843904652999981,597859.827000000048429,4491719.412999999709427
174,3193.000000000000000,DEEP CREEK,DARVEL COOK,40.478674540000043,-109.787967832999982,602734.858000000007451,4481592.390999999828637
175,9593.000000000000000,DEEP CREEK,DONAHOE,40.513714825000079,-109.783323820999954,603074.856000000028871,4485487.410000000149012
176,3233.000000000000000,DEEP CREEK,JUSTICE HEADGATE,40.479514767000069,-109.787339242999963,602786.858000000007451,4481686.390999999828637
177,3192.000000000000000,DEEP CREEK,KAY PARRISH,40.487038136000081,-109.788301141999966,602693.856999999959953,4482520.390999999828637
